seriesAcronym,acronym,city,country,startDate,endDate,year,url
PETRA,PETRA 2009,Corfu,Greece,2009-06-09,2009-06-13,2009,http://portal.confref.org/list/petra2009
FORTE,FORTE 2009,Lisboa,Portugal,2009-06-09,2009-06-12,2009,http://portal.confref.org/list/forte2009
ECMS,ECMS 2009,Madrid,Spain,2009-06-09,2009-06-12,2009,http://portal.confref.org/list/ecms2009
DISCOTEC,DISCOTEC 2009,Lisbon,Portugal,2009-06-09,2009-06-12,2009,http://portal.confref.org/list/discotec2009
DAIS,DAIS 2009,Lisbon,Portugal,2009-06-09,2009-06-11,2009,http://portal.confref.org/list/dais2009
COORDINATION,COORDINATION 2009,Lisboa,Portugal,2009-06-09,2009-06-12,2009,http://portal.confref.org/list/coordination2009
ASMTA,ASMTA 2009,Madrid,Spain,2009-06-09,2009-06-12,2009,http://portal.confref.org/list/asmta2009
ARITH,ARITH 2009,Portland,United States of America,2009-06-09,2009-06-10,2009,http://portal.confref.org/list/arith2009
WSOM,WSOM 2009,St. Augustine,USA,2009-06-08,2009-06-10,2009,http://portal.confref.org/list/wsom2009
REFSQ,REFSQ 2009,Amsterdam,The Netherlands,2009-06-08,2009-06-09,2009,http://portal.confref.org/list/refsq2009
ISI,ISI 2009,Dallas,United States of America,2009-06-08,2009-06-11,2009,http://portal.confref.org/list/isi2009
IH,IH 2009,Darmstadt,Germany,2009-06-08,2009-06-10,2009,http://portal.confref.org/list/ih2009
ICS,ICS 2009,Yorktown Heights,USA,2009-06-08,2009-06-12,2009,http://portal.confref.org/list/ics2009
ICAIL,ICAIL 2009,Barcelona,Spain,2009-06-08,2009-06-12,2009,http://portal.confref.org/list/icail2009
ICA3PP,ICA3PP 2009,Taipei,Taiwan,2009-06-08,2009-06-11,2009,http://portal.confref.org/list/ica3pp2009
DNA,DNA 2009,Fayetteville,USA,2009-06-08,2009-06-11,2009,http://portal.confref.org/list/dna2009
DCOSS,DCOSS 2009,Marina del Rey,USA,2009-06-08,2009-06-10,2009,http://portal.confref.org/list/dcoss2009
CSCL,CSCL 2009,Rhodes,Greece,2009-06-08,2009-06-13,2009,http://portal.confref.org/list/cscl2009
COMPGEOM,COMPGEOM 2009,Aarhus,Denmark,2009-06-08,2009-06-10,2009,http://portal.confref.org/list/compgeom2009
CNL,CNL 2009,Marettimo Island,Italy,2009-06-08,2009-06-10,2009,http://portal.confref.org/list/cnl2009
CAiSE,CAiSE 2009,Amsterdam,The Netherlands,2009-06-08,2009-06-12,2009,http://portal.confref.org/list/caise2009
ADAEUROPE,ADAEUROPE 2009,Brest,France,2009-06-08,2009-06-12,2009,http://portal.confref.org/list/adaeurope2009
EIT,EIT 2009,Windsor,Canada,2009-06-07,2009-06-09,2009,http://portal.confref.org/list/eit2009
SSST,SSST 2009,Boulder,USA,2009-06-05,2009-06-05,2009,http://portal.confref.org/list/ssst2009
BEA,BEA 2009,Boulder,USA,2009-06-05,2009-06-05,2009,http://portal.confref.org/list/bea2009
WEA,WEA 2009,Dortmund,Germany,2009-06-04,2009-06-06,2009,http://portal.confref.org/list/wea2009
NIME,NIME 2009,Pittsburgh,United States of America,2009-06-04,2009-06-06,2009,http://portal.confref.org/list/nime2009
MUE,MUE 2009,Qingdao,China,2009-06-04,2009-06-06,2009,http://portal.confref.org/list/mue2009
